Round,Double Sixes(T/F),Winner,Total Doubles,Double Ones,Double Twos,Double Threes,Double Fours,Double Fives,Double Sixes
1714,False,House,2,1,0,1,0,0,0
1715,True,Gambler,6,0,3,0,1,0,2
1716,True,Gambler,3,1,0,1,0,0,1
1717,True,Gambler,3,0,0,0,0,1,2
1718,True,Gambler,4,0,0,0,0,2,2
1719,False,House,5,2,2,1,0,0,0
1720,False,House,4,1,2,0,1,0,0
1721,False,House,0,0,0,0,0,0,0
1722,True,Gambler,4,0,1,1,1,0,1
1723,False,House,3,0,0,0,3,0,0
1724,True,Gambler,4,0,1,0,1,0,2
1725,False,House,2,1,0,1,0,0,0
1726,True,Gambler,5,1,1,1,1,0,1
1727,True,Gambler,3,0,0,1,1,0,1
1728,False,House,2,1,0,0,0,1,0
1729,False,House,6,1,1,0,3,1,0
1730,False,House,3,1,2,0,0,0,0
1731,True,Gambler,4,0,1,1,0,1,1
1732,True,Gambler,4,1,0,0,2,0,1
1733,True,Gambler,4,0,0,2,0,1,1
1734,False,House,5,1,1,0,1,2,0
1735,False,House,2,1,0,0,0,1,0
1736,False,House,3,2,0,0,0,1,0
1737,True,Gambler,4,0,1,1,1,0,1
1738,True,Gambler,3,0,1,1,0,0,1
1739,False,House,3,1,0,1,0,1,0
1740,True,Gambler,5,0,0,1,1,2,1
1741,False,House,7,3,0,2,1,1,0
1742,True,Gambler,3,0,2,0,0,0,1
1743,True,Gambler,2,1,0,0,0,0,1
1744,False,House,1,0,0,0,0,1,0
1745,True,Gambler,4,1,1,0,0,0,2
1746,True,Gambler,1,0,0,0,0,0,1
1747,True,Gambler,5,2,1,0,0,1,1
1748,True,Gambler,2,0,0,0,1,0,1
1749,True,Gambler,5,0,2,1,0,0,2
1750,True,Gambler,3,0,0,1,0,1,1
1751,False,House,5,0,0,2,0,3,0
1752,False,House,2,0,0,1,1,0,0
1753,False,House,4,1,0,0,0,3,0
1754,False,House,3,1,2,0,0,0,0
1755,True,Gambler,6,3,1,1,0,0,1
1756,False,House,2,0,0,0,1,1,0
1757,True,Gambler,8,1,2,0,2,1,2
1758,False,House,3,0,2,1,0,0,0
1759,True,Gambler,1,0,0,0,0,0,1
1760,False,House,2,0,1,0,1,0,0
1761,False,House,3,0,2,1,0,0,0
1762,True,Gambler,8,1,2,2,1,0,2
1763,True,Gambler,5,1,1,0,1,0,2
1764,False,House,7,2,1,2,0,2,0
1765,False,House,4,0,0,2,1,1,0
1766,False,House,4,1,1,0,0,2,0
1767,False,House,2,0,0,0,1,1,0
1768,False,House,5,0,4,1,0,0,0
1769,False,House,5,4,0,1,0,0,0
1770,False,House,2,0,1,0,1,0,0
1771,False,House,1,0,0,0,1,0,0
1772,False,House,0,0,0,0,0,0,0
1773,True,Gambler,6,1,2,2,0,0,1
1774,True,Gambler,6,3,1,1,0,0,1
1775,False,House,4,2,1,0,1,0,0
1776,True,Gambler,5,1,0,0,1,0,3
1777,False,House,2,0,0,1,0,1,0
1778,False,House,2,0,0,0,1,1,0
1779,False,House,2,0,0,1,0,1,0
1780,False,House,2,1,1,0,0,0,0
1781,True,Gambler,6,2,1,0,0,0,3
1782,True,Gambler,4,1,1,1,0,0,1
1783,True,Gambler,6,3,0,0,1,0,2
1784,False,House,0,0,0,0,0,0,0
1785,False,House,2,1,0,0,1,0,0
1786,True,Gambler,3,0,0,0,0,1,2
1787,True,Gambler,6,1,2,1,0,1,1
1788,False,House,4,0,0,0,1,3,0
1789,False,House,1,0,0,0,1,0,0
1790,True,Gambler,9,3,1,0,1,2,2
1791,True,Gambler,2,0,0,0,1,0,1
1792,True,Gambler,4,0,1,0,1,1,1
1793,True,Gambler,8,1,3,0,1,0,3
1794,False,House,6,0,2,1,0,3,0
1795,False,House,5,0,1,0,1,3,0
1796,True,Gambler,3,0,0,0,1,1,1
1797,False,House,7,0,1,0,2,4,0
1798,True,Gambler,4,1,0,0,0,1,2
1799,False,House,5,1,2,0,2,0,0
1800,False,House,6,0,0,2,1,3,0
1801,False,House,2,1,0,0,0,1,0
1802,True,Gambler,1,0,0,0,0,0,1
1803,True,Gambler,5,1,0,1,0,1,2
1804,True,Gambler,4,0,0,0,2,1,1
1805,False,House,4,2,1,1,0,0,0
1806,True,Gambler,6,0,0,2,2,1,1
1807,True,Gambler,5,1,0,1,1,1,1
1808,False,House,2,0,1,1,0,0,0
1809,False,House,4,1,1,1,0,1,0
1810,False,House,2,0,1,0,0,1,0
1811,False,House,3,1,2,0,0,0,0
1812,False,House,4,0,1,0,1,2,0
1813,False,House,5,0,0,3,1,1,0
1814,True,Gambler,3,1,0,0,1,0,1
1815,True,Gambler,3,1,0,1,0,0,1
1816,False,House,3,1,1,0,1,0,0
1817,False,House,3,0,1,1,1,0,0
1818,False,House,3,0,2,1,0,0,0
1819,True,Gambler,5,0,1,1,1,1,1
1820,True,Gambler,4,0,0,2,0,1,1
1821,False,House,4,3,0,0,1,0,0
1822,True,Gambler,4,0,1,0,0,1,2
1823,False,House,6,0,2,1,1,2,0
1824,True,Gambler,2,0,0,0,1,0,1
1825,True,Gambler,4,1,0,1,0,1,1
1826,False,House,1,0,1,0,0,0,0
1827,True,Gambler,5,1,1,0,0,1,2
1828,False,House,4,1,0,1,0,2,0
1829,True,Gambler,4,1,0,0,1,0,2
1830,True,Gambler,5,3,0,1,0,0,1
1831,True,Gambler,7,3,2,0,0,0,2
1832,False,House,4,1,1,0,2,0,0
1833,True,Gambler,4,0,0,2,0,0,2
1834,False,House,3,0,0,1,2,0,0
1835,False,House,3,1,1,0,0,1,0
1836,True,Gambler,5,1,1,2,0,0,1
1837,True,Gambler,3,1,0,0,0,1,1
1838,False,House,3,0,0,2,0,1,0
1839,True,Gambler,4,0,0,1,0,1,2
1840,True,Gambler,3,1,0,0,0,0,2
1841,True,Gambler,7,1,1,1,3,0,1
1842,True,Gambler,4,0,2,1,0,0,1
1843,True,Gambler,4,0,0,1,1,1,1
1844,False,House,3,1,0,0,2,0,0
1845,False,House,2,1,0,0,0,1,0
1846,False,House,0,0,0,0,0,0,0
1847,True,Gambler,8,3,0,2,1,0,2
1848,True,Gambler,5,2,0,1,0,1,1
1849,False,House,4,1,0,1,0,2,0
1850,False,House,4,1,2,0,0,1,0
1851,False,House,3,0,1,1,0,1,0
1852,False,House,3,1,0,2,0,0,0
1853,False,House,5,2,0,1,1,1,0
1854,True,Gambler,6,0,0,1,3,0,2
1855,True,Gambler,2,1,0,0,0,0,1
1856,False,House,4,0,0,1,2,1,0
1857,True,Gambler,5,0,1,1,1,0,2
1858,False,House,2,1,1,0,0,0,0
1859,True,Gambler,6,2,0,2,1,0,1
1860,True,Gambler,4,0,1,1,0,1,1
1861,False,House,2,0,1,1,0,0,0
1862,False,House,3,1,0,0,0,2,0
1863,True,Gambler,4,1,0,0,0,1,2
1864,False,House,2,1,0,1,0,0,0
1865,False,House,4,0,3,0,0,1,0
1866,True,Gambler,7,2,0,0,3,1,1
1867,True,Gambler,2,0,0,1,0,0,1
1868,True,Gambler,3,1,0,0,0,1,1
1869,False,House,3,1,0,1,1,0,0
1870,False,House,3,1,1,1,0,0,0
1871,True,Gambler,5,1,1,0,0,2,1
1872,False,House,3,0,1,2,0,0,0
1873,False,House,3,1,0,0,1,1,0
1874,False,House,1,0,0,1,0,0,0
1875,True,Gambler,3,0,1,1,0,0,1
1876,False,House,6,3,1,1,1,0,0
1877,False,House,6,2,0,2,2,0,0
1878,False,House,7,4,0,2,1,0,0
1879,True,Gambler,3,1,1,0,0,0,1
1880,False,House,3,1,2,0,0,0,0
1881,True,Gambler,9,2,1,1,1,1,3
1882,False,House,3,0,1,1,0,1,0
1883,True,Gambler,5,0,2,0,1,1,1
1884,True,Gambler,4,0,1,0,1,1,1
1885,False,House,3,0,0,1,2,0,0
1886,False,House,1,0,0,0,0,1,0
1887,False,House,4,2,1,0,1,0,0
1888,True,Gambler,1,0,0,0,0,0,1
1889,True,Gambler,5,0,2,1,0,1,1
1890,True,Gambler,4,1,1,1,0,0,1
1891,True,Gambler,4,1,2,0,0,0,1
1892,False,House,3,0,1,0,0,2,0
1893,True,Gambler,4,1,1,0,0,0,2
1894,True,Gambler,5,2,1,1,0,0,1
1895,True,Gambler,4,2,0,0,1,0,1
1896,True,Gambler,6,3,1,1,0,0,1
1897,True,Gambler,4,0,0,1,1,1,1
1898,False,House,8,0,3,1,2,2,0
1899,False,House,3,2,0,1,0,0,0
1900,True,Gambler,4,0,1,1,1,0,1
1901,False,House,3,1,0,1,1,0,0
1902,False,House,3,0,0,1,1,1,0
1903,True,Gambler,2,1,0,0,0,0,1
1904,True,Gambler,2,0,1,0,0,0,1
1905,True,Gambler,5,0,0,1,2,1,1
1906,False,House,4,1,1,1,1,0,0
1907,True,Gambler,5,1,0,1,2,0,1
1908,True,Gambler,2,0,0,0,0,1,1
1909,False,House,1,0,0,0,0,1,0
1910,False,House,4,2,0,0,1,1,0
1911,True,Gambler,6,1,1,1,0,2,1
1912,True,Gambler,5,0,0,1,2,0,2
1913,False,House,2,0,1,0,0,1,0
1914,True,Gambler,5,0,0,2,0,1,2
1915,False,House,3,0,2,0,0,1,0
1916,False,House,5,2,1,0,1,1,0
1917,True,Gambler,5,0,0,2,1,1,1
1918,False,House,6,3,2,0,0,1,0
1919,True,Gambler,3,0,1,0,0,1,1
1920,False,House,1,0,0,0,0,1,0
1921,True,Gambler,4,1,0,1,0,1,1
1922,False,House,2,0,1,1,0,0,0
1923,False,House,1,0,0,1,0,0,0
1924,True,Gambler,3,0,1,0,0,1,1
1925,True,Gambler,5,0,2,1,1,0,1
1926,True,Gambler,2,1,0,0,0,0,1
1927,False,House,1,0,0,0,0,1,0
1928,False,House,9,1,1,3,2,2,0
1929,False,House,3,1,0,0,2,0,0
1930,True,Gambler,5,1,0,2,1,0,1
1931,True,Gambler,6,1,2,1,1,0,1
1932,True,Gambler,2,0,0,1,0,0,1
1933,False,House,7,1,0,1,2,3,0
1934,True,Gambler,5,0,2,1,0,1,1
1935,False,House,2,0,1,0,1,0,0
1936,False,House,5,1,1,1,0,2,0
1937,False,House,8,2,0,3,1,2,0
1938,False,House,6,3,1,0,0,2,0
1939,True,Gambler,3,0,1,1,0,0,1
1940,False,House,0,0,0,0,0,0,0
1941,True,Gambler,4,0,2,0,1,0,1
1942,True,Gambler,4,0,1,1,1,0,1
1943,False,House,5,2,0,0,3,0,0
1944,False,House,1,1,0,0,0,0,0
1945,False,House,7,1,1,1,2,2,0
1946,True,Gambler,6,1,1,0,1,0,3
1947,False,House,4,2,0,0,2,0,0
1948,True,Gambler,5,2,0,0,1,0,2
1949,False,House,2,0,0,0,0,2,0
1950,True,Gambler,1,0,0,0,0,0,1
1951,True,Gambler,8,2,2,0,1,0,3
1952,False,House,3,0,0,1,1,1,0
1953,False,House,3,0,0,1,2,0,0
1954,False,House,7,5,1,0,1,0,0
1955,False,House,3,0,2,0,0,1,0
1956,True,Gambler,6,0,0,1,0,1,4
1957,True,Gambler,2,0,0,0,1,0,1
1958,True,Gambler,2,1,0,0,0,0,1
1959,True,Gambler,6,0,2,0,1,1,2
1960,False,House,3,1,1,0,1,0,0
1961,False,House,5,1,0,1,1,2,0
1962,False,House,2,1,0,0,1,0,0
1963,True,Gambler,5,0,0,1,1,2,1
1964,False,House,0,0,0,0,0,0,0
1965,False,House,2,0,0,0,2,0,0
1966,False,House,2,0,1,0,1,0,0
1967,False,House,2,0,0,0,0,2,0
1968,True,Gambler,5,1,1,0,1,1,1
1969,True,Gambler,4,0,2,0,1,0,1
1970,False,House,4,2,1,0,0,1,0
1971,False,House,4,1,0,1,1,1,0
1972,True,Gambler,3,0,1,1,0,0,1
1973,False,House,3,2,0,0,0,1,0
1974,False,House,5,1,2,1,1,0,0
1975,False,House,6,2,0,0,2,2,0
1976,True,Gambler,2,0,0,0,0,0,2
1977,True,Gambler,4,1,0,0,1,1,1
1978,True,Gambler,4,1,0,0,1,1,1
1979,True,Gambler,2,0,0,0,1,0,1
1980,False,House,3,0,0,2,0,1,0
1981,True,Gambler,9,1,1,2,3,0,2
1982,False,House,1,0,1,0,0,0,0
1983,True,Gambler,4,1,0,1,0,1,1
1984,True,Gambler,4,1,0,2,0,0,1
1985,True,Gambler,3,0,0,0,1,0,2
1986,False,House,3,2,1,0,0,0,0
1987,False,House,4,3,1,0,0,0,0
1988,True,Gambler,3,2,0,0,0,0,1
1989,True,Gambler,4,0,0,1,2,0,1
1990,True,Gambler,3,0,1,0,0,1,1
1991,False,House,2,2,0,0,0,0,0
1992,True,Gambler,3,0,0,1,1,0,1
1993,False,House,4,1,1,1,1,0,0
1994,True,Gambler,6,0,2,0,1,1,2
1995,True,Gambler,5,1,0,1,0,2,1
1996,False,House,3,1,1,0,1,0,0
1997,False,House,2,0,0,2,0,0,0
1998,False,House,3,0,0,1,1,1,0
1999,True,Gambler,6,1,0,0,0,3,2
2000,False,House,7,2,1,0,3,1,0
2001,False,House,6,0,2,2,2,0,0
2002,False,House,2,1,0,0,1,0,0
2003,False,House,6,0,0,3,2,1,0
2004,True,Gambler,5,0,1,1,0,2,1
2005,False,House,7,3,1,2,1,0,0
2006,True,Gambler,2,0,0,1,0,0,1
2007,False,House,1,0,0,1,0,0,0
2008,False,House,7,3,0,2,1,1,0
2009,True,Gambler,5,0,1,0,1,2,1
2010,False,House,4,1,1,2,0,0,0
2011,False,House,5,1,2,1,0,1,0
2012,False,House,3,0,1,0,1,1,0
2013,False,House,6,0,1,1,1,3,0
2014,True,Gambler,4,1,1,0,0,1,1
2015,True,Gambler,2,0,0,0,0,1,1
2016,False,House,2,0,0,0,1,1,0
2017,True,Gambler,2,1,0,0,0,0,1
2018,False,House,3,1,0,0,2,0,0
2019,False,House,2,1,1,0,0,0,0
2020,False,House,3,1,1,0,0,1,0
2021,True,Gambler,5,0,0,0,0,3,2
2022,False,House,6,0,1,4,0,1,0
2023,True,Gambler,3,1,1,0,0,0,1
2024,True,Gambler,2,0,0,0,0,0,2
2025,False,House,2,0,0,1,1,0,0
2026,False,House,1,0,1,0,0,0,0
2027,False,House,6,1,1,1,1,2,0
2028,False,House,3,0,0,0,3,0,0
2029,False,House,1,1,0,0,0,0,0
2030,True,Gambler,4,0,0,0,1,0,3
2031,True,Gambler,5,0,0,1,2,1,1
2032,False,House,5,0,0,1,2,2,0
2033,False,House,3,0,0,2,0,1,0
2034,False,House,4,0,0,0,3,1,0
2035,False,House,2,0,0,2,0,0,0
2036,True,Gambler,3,1,1,0,0,0,1
2037,True,Gambler,6,1,1,1,2,0,1
2038,True,Gambler,4,0,2,0,0,1,1
2039,False,House,2,1,0,1,0,0,0
2040,False,House,6,3,2,0,0,1,0
2041,True,Gambler,3,2,0,0,0,0,1
2042,True,Gambler,4,1,0,0,0,2,1
2043,True,Gambler,3,0,1,0,0,1,1
2044,False,House,3,0,1,0,0,2,0
2045,False,House,2,1,0,1,0,0,0
2046,False,House,5,1,2,0,0,2,0
2047,False,House,3,0,1,0,0,2,0
2048,True,Gambler,3,1,0,1,0,0,1
2049,True,Gambler,3,0,2,0,0,0,1
2050,False,House,6,1,0,2,3,0,0
2051,True,Gambler,10,1,2,2,3,1,1
2052,False,House,3,1,1,1,0,0,0
2053,True,Gambler,4,0,0,2,0,1,1
2054,False,House,5,0,2,2,0,1,0
2055,True,Gambler,7,1,3,1,0,0,2
2056,True,Gambler,5,1,1,0,2,0,1
2057,True,Gambler,7,1,0,0,2,2,2
2058,False,House,4,1,0,1,1,1,0
2059,True,Gambler,5,1,1,0,1,0,2
2060,True,Gambler,5,0,0,0,1,3,1
2061,True,Gambler,3,1,0,0,0,1,1
2062,False,House,3,0,1,1,0,1,0
2063,False,House,5,1,2,0,1,1,0
2064,False,House,5,1,1,3,0,0,0
2065,False,House,5,1,0,0,2,2,0
2066,False,House,5,2,1,1,1,0,0
2067,False,House,3,1,0,0,2,0,0
2068,True,Gambler,2,0,0,1,0,0,1
2069,True,Gambler,5,0,1,0,1,1,2
2070,True,Gambler,5,1,2,0,1,0,1
2071,True,Gambler,7,1,2,3,0,0,1
2072,True,Gambler,4,0,0,0,2,0,2
2073,True,Gambler,6,1,1,2,1,0,1
2074,False,House,5,1,2,2,0,0,0
2075,False,House,3,1,0,0,2,0,0
2076,False,House,4,0,1,1,1,1,0
2077,False,House,1,0,0,0,0,1,0
2078,True,Gambler,5,2,1,1,0,0,1
2079,False,House,1,0,1,0,0,0,0
2080,True,Gambler,6,3,0,1,0,1,1
2081,False,House,1,1,0,0,0,0,0
2082,False,House,5,2,1,0,0,2,0
2083,False,House,6,1,0,1,3,1,0
2084,False,House,5,1,1,0,1,2,0
2085,True,Gambler,5,1,2,0,0,1,1
2086,True,Gambler,7,0,1,2,2,0,2
2087,True,Gambler,4,1,1,0,0,1,1
2088,True,Gambler,3,0,0,0,1,0,2
2089,False,House,6,0,3,1,1,1,0
2090,False,House,3,0,0,1,1,1,0
2091,True,Gambler,1,0,0,0,0,0,1
2092,False,House,3,1,0,1,1,0,0
2093,True,Gambler,5,1,0,0,1,0,3
2094,False,House,4,2,1,1,0,0,0
2095,True,Gambler,4,1,1,0,1,0,1
2096,True,Gambler,4,0,2,0,1,0,1
2097,False,House,4,1,1,0,0,2,0
2098,False,House,7,3,0,0,4,0,0
2099,True,Gambler,5,0,2,2,0,0,1
2100,True,Gambler,5,2,1,0,0,1,1
2101,False,House,1,0,0,0,1,0,0
2102,True,Gambler,5,1,1,0,0,1,2
2103,False,House,6,1,0,1,1,3,0
2104,False,House,3,0,0,0,0,3,0
2105,True,Gambler,6,1,1,0,1,0,3
2106,False,House,1,0,1,0,0,0,0
2107,True,Gambler,5,1,0,1,1,1,1
2108,False,House,6,1,1,1,2,1,0
2109,False,House,2,1,1,0,0,0,0
2110,True,Gambler,6,1,2,1,0,0,2
2111,True,Gambler,4,0,0,0,2,1,1
2112,True,Gambler,6,1,0,0,1,3,1
2113,True,Gambler,3,0,1,1,0,0,1
2114,False,House,0,0,0,0,0,0,0
2115,True,Gambler,5,1,1,1,1,0,1
2116,True,Gambler,6,0,1,1,1,2,1
2117,False,House,6,2,2,0,0,2,0
2118,False,House,4,0,1,3,0,0,0
2119,False,House,3,0,1,0,1,1,0
2120,True,Gambler,8,0,1,1,0,1,5
2121,False,House,3,1,0,0,1,1,0
2122,False,House,4,1,0,2,0,1,0
2123,False,House,3,2,0,0,1,0,0
2124,False,House,3,2,0,0,0,1,0
2125,False,House,4,1,1,0,2,0,0
2126,True,Gambler,6,2,2,0,0,1,1
2127,False,House,1,0,1,0,0,0,0
2128,True,Gambler,2,0,0,0,0,0,2
2129,False,House,4,2,0,1,0,1,0
2130,True,Gambler,5,0,2,1,1,0,1
2131,False,House,5,0,1,3,1,0,0
2132,False,House,1,0,1,0,0,0,0
2133,False,House,4,0,1,1,2,0,0
2134,True,Gambler,2,0,1,0,0,0,1
2135,False,House,1,1,0,0,0,0,0
2136,False,House,4,0,0,1,1,2,0
2137,False,House,3,2,0,1,0,0,0
2138,False,House,2,0,0,0,0,2,0
2139,True,Gambler,7,0,1,0,3,2,1
2140,False,House,4,0,2,2,0,0,0
2141,True,Gambler,6,2,2,0,0,1,1
2142,True,Gambler,6,1,1,1,0,2,1
2143,True,Gambler,2,0,0,0,1,0,1
2144,False,House,3,0,1,1,1,0,0
2145,True,Gambler,3,1,0,0,0,0,2
2146,False,House,1,0,0,1,0,0,0
2147,False,House,6,0,3,2,0,1,0
2148,False,House,2,1,0,1,0,0,0
2149,False,House,3,1,0,1,0,1,0
2150,False,House,4,1,0,0,3,0,0
2151,False,House,4,0,2,1,0,1,0
2152,False,House,3,2,1,0,0,0,0
2153,False,House,5,1,1,0,1,2,0
2154,False,House,1,0,0,0,0,1,0
2155,True,Gambler,3,2,0,0,0,0,1
2156,True,Gambler,3,0,0,1,0,0,2
2157,False,House,3,0,2,0,1,0,0
2158,True,Gambler,3,0,1,0,0,1,1
2159,False,House,3,1,0,1,0,1,0
2160,False,House,3,0,1,1,0,1,0
2161,False,House,2,0,1,0,0,1,0
2162,False,House,3,0,1,1,0,1,0
2163,True,Gambler,8,1,1,3,2,0,1
2164,True,Gambler,3,0,0,0,1,1,1
2165,False,House,5,0,0,3,0,2,0
2166,True,Gambler,4,0,0,0,2,1,1
2167,False,House,5,0,3,0,1,1,0
2168,False,House,3,0,1,2,0,0,0
2169,True,Gambler,5,1,1,0,0,1,2
2170,False,House,5,0,2,1,1,1,0
2171,False,House,5,0,0,0,2,3,0
2172,True,Gambler,6,3,0,1,0,1,1
2173,True,Gambler,6,0,1,1,2,0,2
2174,False,House,3,1,0,0,1,1,0
2175,True,Gambler,2,0,0,1,0,0,1
2176,False,House,2,0,1,0,0,1,0
2177,True,Gambler,6,1,0,2,1,1,1
2178,False,House,0,0,0,0,0,0,0
2179,True,Gambler,8,1,0,0,4,1,2
2180,False,House,3,0,1,1,0,1,0
2181,False,House,3,0,0,1,2,0,0
2182,False,House,4,0,0,1,2,1,0
2183,False,House,3,0,1,0,1,1,0
2184,False,House,4,1,1,0,2,0,0
2185,True,Gambler,7,1,1,2,0,0,3
2186,True,Gambler,7,0,3,1,1,1,1
2187,False,House,4,0,2,1,1,0,0
2188,True,Gambler,5,0,1,0,2,1,1
2189,False,House,2,0,0,1,0,1,0
2190,True,Gambler,5,1,0,0,3,0,1
2191,True,Gambler,10,0,0,2,4,1,3
2192,False,House,4,1,2,1,0,0,0
2193,False,House,1,0,0,0,0,1,0
2194,False,House,4,0,0,2,1,1,0
2195,False,House,6,0,2,0,2,2,0
2196,True,Gambler,2,0,1,0,0,0,1
2197,False,House,3,2,0,1,0,0,0
2198,False,House,4,1,1,0,2,0,0
2199,False,House,6,2,1,1,0,2,0
2200,False,House,2,0,0,0,0,2,0
2201,False,House,5,1,1,1,1,1,0
2202,False,House,3,2,0,0,1,0,0
2203,True,Gambler,4,1,0,0,0,2,1
2204,False,House,1,0,0,0,1,0,0
2205,True,Gambler,2,1,0,0,0,0,1
2206,False,House,5,1,1,1,2,0,0
2207,False,House,4,0,1,2,0,1,0
2208,False,House,3,0,1,0,1,1,0
2209,False,House,1,0,0,0,0,1,0
2210,True,Gambler,10,0,2,1,3,1,3
2211,False,House,2,1,0,1,0,0,0
2212,True,Gambler,5,1,0,2,0,1,1
2213,True,Gambler,5,0,3,0,1,0,1
2214,True,Gambler,6,1,2,1,0,0,2
2215,False,House,2,1,0,0,1,0,0
2216,False,House,4,1,0,2,1,0,0
2217,True,Gambler,4,1,0,0,1,1,1
2218,False,House,2,1,0,0,0,1,0
2219,False,House,4,3,0,0,1,0,0
2220,False,House,2,0,0,1,1,0,0
2221,True,Gambler,4,0,1,0,0,1,2
2222,False,House,4,1,2,0,0,1,0
2223,True,Gambler,6,1,0,1,2,1,1
2224,True,Gambler,2,1,0,0,0,0,1
2225,False,House,2,1,0,0,1,0,0
2226,False,House,5,1,3,0,0,1,0
2227,False,House,2,0,0,1,0,1,0
2228,False,House,5,2,1,0,2,0,0
2229,True,Gambler,6,0,2,0,1,2,1
2230,False,House,3,0,1,2,0,0,0
2231,False,House,5,1,3,1,0,0,0
2232,True,Gambler,5,1,0,2,0,1,1
2233,False,House,1,0,0,0,1,0,0
2234,False,House,2,0,1,1,0,0,0
2235,False,House,4,1,1,1,1,0,0
2236,True,Gambler,2,1,0,0,0,0,1
2237,True,Gambler,5,0,0,3,0,1,1
2238,False,House,4,1,1,1,1,0,0
2239,True,Gambler,5,1,1,1,0,1,1
2240,False,House,2,0,0,0,1,1,0
2241,True,Gambler,3,1,0,0,1,0,1
2242,False,House,2,0,0,0,1,1,0
2243,False,House,1,0,0,0,0,1,0
2244,False,House,4,0,1,0,1,2,0
2245,False,House,2,0,0,1,0,1,0
2246,False,House,3,1,0,1,1,0,0
2247,True,Gambler,6,0,2,0,1,2,1
2248,False,House,1,0,0,1,0,0,0
2249,True,Gambler,3,1,0,0,1,0,1
2250,True,Gambler,6,1,0,1,0,3,1
2251,False,House,2,0,1,0,1,0,0
2252,True,Gambler,3,0,0,0,1,1,1
2253,True,Gambler,6,0,0,1,2,1,2
2254,False,House,4,0,1,1,2,0,0
2255,False,House,3,0,1,0,0,2,0
2256,False,House,6,4,0,0,1,1,0
2257,False,House,2,1,0,1,0,0,0
2258,False,House,6,0,0,3,2,1,0
2259,False,House,2,1,0,0,1,0,0
2260,False,House,3,0,1,1,0,1,0
2261,True,Gambler,6,2,1,1,0,0,2
2262,True,Gambler,8,2,3,2,0,0,1
2263,False,House,3,0,0,1,1,1,0
2264,True,Gambler,4,1,0,2,0,0,1
2265,False,House,2,1,0,1,0,0,0
2266,False,House,4,0,1,1,0,2,0
2267,False,House,6,1,2,0,2,1,0
2268,True,Gambler,3,0,0,1,1,0,1
2269,False,House,3,1,1,0,1,0,0
2270,False,House,4,0,1,1,1,1,0
2271,True,Gambler,8,1,0,2,1,1,3
2272,False,House,4,2,0,0,1,1,0
2273,True,Gambler,3,1,0,0,0,1,1
2274,False,House,1,0,0,1,0,0,0
2275,True,Gambler,7,3,0,0,1,0,3
2276,False,House,3,0,2,0,1,0,0
2277,True,Gambler,6,0,1,2,1,1,1
2278,False,House,6,2,0,1,1,2,0
2279,False,House,6,2,2,1,1,0,0
2280,False,House,5,1,1,3,0,0,0
2281,False,House,4,1,1,1,1,0,0
2282,False,House,4,0,0,2,1,1,0
2283,True,Gambler,3,1,1,0,0,0,1
2284,True,Gambler,4,1,0,0,0,1,2
2285,False,House,2,1,0,0,0,1,0
2286,False,House,3,0,1,0,0,2,0
2287,False,House,4,0,0,0,2,2,0
2288,True,Gambler,7,1,2,1,1,0,2
2289,True,Gambler,6,1,0,1,2,1,1
2290,True,Gambler,4,1,0,1,0,1,1
2291,False,House,3,0,0,1,0,2,0
2292,True,Gambler,4,0,2,1,0,0,1
2293,True,Gambler,3,1,1,0,0,0,1
2294,False,House,6,0,2,2,1,1,0
2295,True,Gambler,5,0,2,0,1,1,1
2296,True,Gambler,2,0,0,0,0,1,1
2297,True,Gambler,4,1,1,1,0,0,1
2298,False,House,4,2,0,1,1,0,0
2299,True,Gambler,4,0,0,2,0,1,1
2300,False,House,3,0,1,1,1,0,0
2301,False,House,6,3,1,0,1,1,0
2302,False,House,4,0,1,1,0,2,0
2303,True,Gambler,5,0,0,1,1,2,1
2304,False,House,2,2,0,0,0,0,0
2305,True,Gambler,8,1,0,2,2,2,1
2306,False,House,1,0,1,0,0,0,0
2307,False,House,5,1,1,0,1,2,0
2308,False,House,3,0,0,1,1,1,0
2309,False,House,2,0,1,1,0,0,0
2310,False,House,3,0,2,1,0,0,0
2311,False,House,4,2,0,1,0,1,0
2312,False,House,4,0,1,2,0,1,0
2313,True,Gambler,6,2,1,0,1,1,1
2314,True,Gambler,3,0,0,0,1,1,1
2315,False,House,0,0,0,0,0,0,0
2316,False,House,3,2,0,0,1,0,0
2317,False,House,5,3,0,1,1,0,0
2318,True,Gambler,4,0,1,0,1,0,2
2319,False,House,3,2,0,0,1,0,0
2320,True,Gambler,5,0,0,1,1,1,2
2321,True,Gambler,4,0,2,0,0,1,1
2322,True,Gambler,3,0,1,1,0,0,1
2323,False,House,2,1,1,0,0,0,0
2324,True,Gambler,3,0,0,0,0,2,1
2325,False,House,4,1,0,2,1,0,0
2326,True,Gambler,2,1,0,0,0,0,1
2327,False,House,5,0,3,1,1,0,0
2328,True,Gambler,8,1,1,0,0,4,2
2329,True,Gambler,5,3,1,0,0,0,1
2330,False,House,3,0,2,0,0,1,0
2331,True,Gambler,6,0,1,3,0,0,2
2332,False,House,3,0,1,1,0,1,0
2333,True,Gambler,5,0,1,0,2,0,2
2334,False,House,2,0,1,1,0,0,0
2335,True,Gambler,5,0,1,0,1,2,1
2336,True,Gambler,5,1,2,1,0,0,1
2337,False,House,4,2,0,1,0,1,0
